thread_url,thread_name,title?,content,created_date,sentiment,sentiment_final
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-3,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Ôm đến giờ này chỉ chủ yếu các thành phần: lái, thân lái, nhóm lợi ích có quan hệ với lái. Còn lại nếu có nắm thì nắm số lượng nhỏ chủ yếu để hưởng cảm giác",43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-3,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Nói chung là thông qua thread này mình có nhắc ACE đôi điều, có hàng thì nên biết giữ, có game thì phải biết chơi vì giờ xh đang rất là loạn lạc",43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-4,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,QCG cuối cùng cũng đc nhìn thấy ánh mặt trời sao bao năm bị vùi dập. Cảm giác lên mệnh thoát khỏi các mác penny chắc phê lắm. Cháu Cường đang bay sang Italy để mua thêm siêu xe,43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-4,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Mùa dịch bệnh a QC ko kinh doanh bên ngoài được (Resort, Bamboo, BĐS...) nên a ấy ngồi nhà trade ck kiếm ăn. Nên giá cp của a ấy tăng vù vù nhé.",43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-4,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Trên website của mình, Việt Á tự giới thiệu là đơn vị đi tiên phong trong việc phổ biến các xét nghiệm kỹ thuật cao trong ngành y tế...18-03-2020 Nhiều nước đặt mua kit xét nghiệm phát hiện SARS-CoV-2 của Việt Nam.05-03-2020 Việt Nam chính thức sản xuất bộ Kit phát hiện virus SARS-CoV-2.05-03-2020 Năng lực 10.000 bộ/ngày, Việt Nam trở thành 1 trong 6 đơn vị sản xuất được Kit.......Một công ty khẩu trang đang ‘ngắc ngoải’ thì đột nhiên đại dịch Covid-19 xuất hiện, giúp đảo ngược toàn bộ cục diện...PVN ước tính mất 3 tỷ USD khi giá dầu rơi xuống 30-35 USD/thùng như hiện tại...Covid-19, tòa văn phòng giá chỉ bằng 1/5 và câu chuyện ""trong nguy có cơ"" của Shark Phú: Trong khủng hoảng, ai nắm trước cơ hội mới sẽ là người dẫn dắt thị trường trong tương lai!.Trong bối cảnh dịch cúm do chủng mới virus corona đang bùng phát trên toàn thế giới, cách tốt nhất để hạn chế dịch lây lan đó là test càng nhiều càng tốt để khoanh vùng các đối tượng cách ly...Việt Nam là một trong số ít các nước hiện nay đã sản xuất thành công bộ sinh phẩm (bộ kit) phát hiện nCoV do Học viện Quân Y và CTCP Công nghệ Việt Á sản xuất. Bộ kit xét nghiệm này cho kết quả chính xác 100% sau 2h và đáp ứng được các tiêu chí tương đương các bộ sinh phẩm do Trung tâm kiểm soát và phòng ngừa dịch bệnh (CDC) Hoa Kỳ và WHO hướng dẫn. Bộ kit này vừa được Bộ Y tế cấp phép sản xuất đại trà....Ông Phan Quốc Việt (1980), Tổng giám đốc Công ty cổ phần Công nghệ Việt Á..Bộ kit sử dụng kỹ thuật sinh học phân tử (RT-PCR và realtime RT-PCR), sản xuất trên dây chuyền tiêu chuẩn ISO 13485, Labo kiểm định tiêu chuẩn ISO Class 8...Bộ kit được bào chế dưới dạng dung dịch, có tác dụng kiểm tra nCoV trong mẫu bệnh phẩm đường hô hấp trên (dịch mũi họng, dịch súc họng), đường hô hấp dưới (đờm, dịch phế nang, dịch nội khí quản, dịch màng phổi) và mẫu máu...Kiểm định độc lập tại Viện Vệ sinh Dịch tễ Trung ương, đánh giá trên các mẫu bệnh phẩm, tương thích với 5 loại thiết bị phổ biến ở các cơ sở y tế trong nước đều cho kết quả chính xác 100% ở tất cả các lần thử nghiệm. Viện Vệ sinh Dịch tễ Trung ương khẳng định, bộ sinh phẩm được khuyến cáo sử dụng để phát hiện nCoV...Đơn vị sản xuất kit: Giải bài toán trong 2 tuần..Công ty Cổ phần Công nghệ Việt Á là một công ty chuyên về lĩnh vực sinh học phân tử, với số vốn 1.000 tỷ đồng, đặt tại quận Phú Nhuận, Tp.HCM. Công ty có đội ngũ cán bộ chuyên môn có kinh nghiệm hơn 10 năm về lĩnh vực sinh học phân tử, đây cũng là nhóm đầu tiên tại Việt Nam ứng dụng thành công và đưa vào thương mại từ rất sớm các kit sử dụng kỹ thuật realtime PCR (là một kỹ thuật thí nghiệm sinh học phân tử dựa trên phản ứng chuỗi polymerase) và lai phân tử....Cuối năm 2017, Việt Á đã tăng mạnh vốn điều lệ từ 200 tỷ lên 1.000 tỷ đồng..Công ty được trang bị đầy đủ các máy móc cần thiết cho các nghiên cứu và ứng dụng sinh học phân tử như: Máy PCR, real-time PCR, ly tâm… Hiện nay, công ty đã trang bị trên 15 máy real-time PCR thế hệ mới nhất, 1 số máy công ty đang hỗ trợ cho khách hàng là các bệnh viện lớn: BV Đa Khoa Trung Ương Cần Thơ, BV Trung Ương Huế,......Theo chia sẻ của ông Phan Quốc Việt, Tổng giám đốc Công ty cổ phần Công nghệ Việt Á, Học viện Quân y và công ty Việt Á đã khởi động công việc từ tháng 12/2019 (khi dịch mới xuất hiện ở Trung Quốc). Việt Á là đơn vị duy nhất có đủ các điều kiện để cấp ""visa"" (cấp phép) theo đúng quy định của Bộ Y tế và cũng là đơn vị duy nhất được Bộ Y tế cấp visa cho gần 15 bộ sinh phẩm tương tự...""Trước tình hình dịch bệnh đang có diễn biến phức tạp, yêu cầu đặt ra là phải nghiên cứu trong thời gian 2 tuần (2 tuần phải có sản phẩm đưa vào đánh giá thực nghiệm). Rất nhanh nhạy, Học viện Quân y và chúng tôi đã chuẩn bị việc này từ trước Tết. Vì vậy, khi Bộ Khoa học Công nghệ phát lệnh là Học viện Quân y cùng chúng tôi vào cuộc. Chúng tôi đã thực hiện nghiên cứu, chuẩn hóa và cho ra sản phẩm đầu tiên trong vòng 2 tuần, sau đó đi thử nghiệm tại Viện Vệ sinh Dịch tễ Trung ương. Kết quả ban đầu cho thấy, 3 bộ kit test của chúng tôi có thể dùng để phát hiện SARS-CoV-2 (Covid-19) trong thực tế"", ông Việt chia sẻ với báo giới về quá trình nghiên cứu sản phẩm...Hiện nay, chỉ có một phương pháp duy nhất trên thế giới được WHO công nhận là ""tiêu chuẩn vàng"" để phát hiện virus này là Real-Time RT-PCR. Chỉ có WHO, CDC (Mỹ), Trung Quốc, Anh, Đức, Singapore, Việt Nam, Hàn Quốc đã có kit thử Covid-19...Theo ông Phan Quốc Việt, trong ứng dụng kỹ thuật Sinh học phân tử để làm test kit, Việt Nam không đi sau các nước trên thế giới. Kit của Việt Nam ở dạng ""ready to use"" tức là dạng đóng gói sẵn để ""sẵn sàng sử dụng"" mà không cần phải pha chế như kit của các nhà sản xuất khác...Ông Phan Quốc Việt cho biết, ""nghiên cứu này giống như một cuộc chiến, đây là trách nhiệm với cộng đồng và là cơ hội để cống hiến cho xã hội. Để sản xuất thành công sản phẩm này, rất nhiều ngày, đại diện Bộ KHCN, Học viện Quân y, Công ty Việt Á phải thức trắng đêm. Có hôm các bên tương tác qua lại từ 6h sáng hôm trước đến 3h sáng hôm sau""...Hiện tại năng lực sản xuất của công ty khoảng 10.000 bộ kít/ngày, khi cần huy động có thể tăng công suất lên 3 lần (khoảng 30.000 kít/ngày), hoàn toàn đáp ứng nhu cầu trong nước và xuất khẩu, hoặc hỗ trợ quốc tế...Chi phí sản xuất bộ kít đã được Bộ Khoa học và Công nghệ tài trợ nên hiện giá chỉ còn 400.000– 600.000 đồng/test. Giá thị trường của CDC Mỹ cao hơn gấp 2-3 lần, nhưng chưa sản xuất thương mại ở dạng kít ""ready to use"". 1 bộ kít gồm 50 test, dùng 50 lần. Theo lý thuyết, dùng cho 50 bệnh nhân...Năng lực sản xuất này được cơ quan chức năng đánh giá có thể đáp ứng nhu cầu trong nước và xuất khẩu một phần. ""Công ty không tính đến chuyện lỗ lãi, chỉ muốn cống hiến cho cộng đồng"", ông Việt chia sẻ với báo giới...Ông Việt cũng khuyến cáo người bình thường không thể tự mua bộ test này trên thị trường được vì yêu cầu phương tiện kỹ thuật chuyên dụng phải được sử dụng tại cơ sở y tế.......Thứ trưởng Bộ Khoa học - công nghệ Phạm Công Tạc cho biết ngay sau khi Việt Nam sản xuất thành công bộ kit real-time RT-PCR one step phát hiện SARS-CoV-2 do Học viện Quân y chủ trì, phối hợp Công ty cổ phần công nghệ Việt Á thực hiện, nhiều quốc gia, doanh nghiệp đã đặt vấn đề mua bộ kit do Việt Nam sản xuất....Anh Quyết có sơ múi gì không đey?",43908,D,D
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-4,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"QC vẽ chart chuẩn mực thật, hôm nay ART - KLF - HAI đã vượt đỉnh của đợt sóng vừa rồi",43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-4,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Quyết đẹp zai,43908,D,D
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-4,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Sóng này lớn đấy,43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-4,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,thời dịch bệnh..Dòng QC lên ngôi .,43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-5,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"QC làm game thì khen nào đẹp trai, nào đôi mắt nhân hậu, nào là đòi tạc tượng,bla bla,...",43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-5,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Rung lắc đi cho Ae còn lên tàu. Cứ đóng cửa thế này ai chơi,43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-5,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Đua lệnh từ đêm qua: AMD, HAI, ART, KLF kết quả:..1. AMD : 0 cổ.2. HAI: 20000 ( ko khớp hết).3. ART: 50000 (khớp hết giá CE).4. KLF: 10000 (ko khớp hết)..Khổ quá anh Q à, như đi mua khẩu trang.",43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-5,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Nói chung là đến lúc CE, lệnh lớn vào rồi thì tranh mua khó lắm người nào may mắn mới khớp được",43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-6,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"3 mã trên của chủ thớt đều là hàng dẫn dắt..Họ nhà FLC thì AMD 1 mình 1 ngựa. Bộ 3 HAI, KLF,ART thì HAI dẫn dắt, 2 mã còn lại chỉ là ăn theo. Do đó nếu có biến cố gì thì hàng dẫn dắt có thể trụ lại tốt ít nhất 1-2 phiên, còn ăn theo thì dễ dư bán sàn.",43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-6,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Nghe thấy bảo bên UBCK đang có kế hoạch mới chủ tịch Quýt về đào tạo bồi dưỡng nghiệp vụ cho cán bộ UBCKNN..Khoá học với nội dung:.""Định hướng phát triển TTCK Việt Nam! đến năm 2050"".Không biết chủ tịch Quýt có nhận lời ko vì việc tổ chức lớp học trong đại dịch Covi là không nên.",43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-7,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"FLC thay Tổng Giám đốc..37 phút trước..FLC vừa ra Nghị quyết chấp thuận đơn từ nhiệm chức Tổng Giám đốc của bà Hương Trần Kiều Dung, kể từ ngày 19/03/2020. Phó Tổng Giám đốc Bùi Hải Huyền sẽ được bổ nhiệm thay thế vào vị trí Tổng Giám đốc FLC...Bà Dung là tiến sỹ luật. Năm 2013, bà bắt đầu với vai trò là luật sư chính - Công ty Luật TNHH SMiC. Bà Dung được bổ nhiệm vào các vị trí quản lý cấp cao tại Tập đoàn FLC như Trưởng Ban Pháp chế và Phát triển dự án, Phó Tổng Giám đốc, Tổng Giám đốc Tập đoàn FLC. Hiện bà đang giữ chức vụ Phó Chủ tịch HĐQT của Tập đoàn...Bà Huyền, sinh năm 1976, trước khi được bổ nhiệm chức vụ Phó Tổng giám đốc từng giữ các chức vụ Trưởng ban Truyền thông Tập đoàn FLC, Phó Tổng giám đốc CTCP FLC Tech & Media. Bà hiện cũng giữ vị trí Chủ tịch HĐQT tại CTCP Nông dược H.A.I (HOSE: HAI), đơn vị FLC nắm giữ hơn 23 triệu cp (tương đương 12.65 vốn",43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-8,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Năm nay QC làm nhìu game nên mới mạnh miệng hứa đưa FLC và các bé tí hon AMD - HAI - KLF - ART về mệnh...Game 1: GAB + AMD sát nhập --> AMD sắp về mệnh..Game 2: FHH lên sàn --> HAI + KLF về mệnh.Game 3: BAV lên sàn --> KLF + FLC hưởng lợi..Sau khi FHH & BAV lên sàn thì sao ??? Lại là game sát nhập...Game 4: FHH + FLC --> FLC lên ... (kg dự đc).Game 5: BAV + KLF ---> KLF lên ... (kg dự đc)..Tobe continue ....,43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-10,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Các cụ mua bluechip giờ suốt ngày phải canh thằng DJ thì mệt bỏ xừ,43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-10,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Măng non nấu món j cũng ngon!!!!!,43908,D,D
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-10,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Năm nay anh Q phát quà..Anh em ăn xong.khi đi du lịch xa thi nhớ đến BAV nhé.giá vé hợp lý mà chất lượng dịch vụ lại tốt nhé.,43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-11,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Năm nay anh Q phát quà..Anh em ăn xong.khi đi du lịch xa thi nhớ đến BAV nhé.giá vé hợp lý mà chất lượng dịch vụ lại tốt nhé.,43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-11,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Đợt này sóng to gió lớn, ACE cứ ôm chặt hàng thôi",43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-11,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Hãng hàng không tre giấy chuyển bị phá sản chưa nhỉ,43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-11,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,GAB quản lý tàu bay của BAV,43908,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-12,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Phiên hôm qua ART rũ đúng đẹp, hệt lúc AMD nổ vol xong rồi tắc đường luôn",43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-13,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Cutloss FLC, ROS xong thì xanh với trần",43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-13,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Rất Quyết liệt, hôm nay FLC trần nốt",43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-13,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,AMD trần bao nhiêu phiên rồi nhỉ các bác!,43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-13,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Đám lâu la của QC này nó vét ở giá bèo nhất nên giờ dìu lên, bán nào cũng có lãi. Bác nào may mắn bám được đoạn nào có ăn thì ngon nhưng bác nào xui thì ráng chịu",43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-13,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"10 phút vừa rồi QC chơi 1 game rất hay, rung cây",43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-13,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Lắc rồi,43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-13,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,lắc khá mạnh,43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-14,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Hihi theo a Quyết đến hết mùa dịch chắc cũng phải x2 or x3 tài khoản các bác nhỉ. Tất tay hết theo a Quyết chiến thôi.,43909,P,P
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-14,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,AMD - HAI: chắc nhiều bác mất hàng lắm đây.,43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-14,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Trần - sàn trong 1 nốt nhạc, đúng chất a QC.",43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-14,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"các bạn cứ loạn hết cả lên, xem tài khoản tớ xem, hàng >50% rồi chưa thích chốt đây",43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-14,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Đáng sợ con HAI, sàn trần trong 30s, đúng là anh còi đã đi vào lịch sử chứng khoán thế giới với danh hiệu ""tay cờ bạc bịp vĩ đại nhất"".",43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-14,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Hôm nay thay người nhiều. Quyết vẫn đánh,43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-14,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Củ chuối mở pic xui quá..ngay ngày đáu hạn,43909,D,D
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-15,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Hoảng loạn -> lạc nhịp,43909,D,D
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-15,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Giờ thì kệ mệ thằng VNI nó làm sao thì cũng k quan tâm,43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-15,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"ART rất lạ nhé mọi người, nhìn thì ko mạnh lắm nhưng khớp 7 tr cổ rồi nhé, đột biến chứ ko đùa, lực mua ko chất lệnh mà chỉ mua trực tiếp",43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-15,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Những lúc như thế này để ae cơ cấu lại hàng, sau phiên nay t sẽ show hàng cho ae xem lần nữa, hihi",43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-15,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Trong hệ sinh thái của Q, ART sẽ sát nhập đc với con nào mọi người? tôi nghi ngờ điều này sẽ diễn ra đó.",43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-15,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,"Giấy thì A.Q kg thiếu, tha hồ mua bán.",43909,NE,NE
http://f319.com/threads/xin-chuc-mung-co-dong-cua-a-qc-gab-art-klf-hai-amd.1417117/page-16,"Xin chúc mừng cổ đông của a QC: GAB, ART, KLF, HAI, AMD....",N,Phiên nay a QC phân phối được khối hàng rồi.,43909,NE,NE
